Repository,File_Path,File_Type,Commit_SHA,Parent_SHA,Message,Diff_Myers,Diff_Hist,Discrepancy
repositories/rich,rich/console.py,Source Code,ced143b7381835e4222e4e57e3e34f103e37be26,d48c82d8ec32dc46c3db48e5aa294cdf242cad09,detect color system,,,No
repositories/rich,rich/markdown.py,Source Code,ced143b7381835e4222e4e57e3e34f103e37be26,d48c82d8ec32dc46c3db48e5aa294cdf242cad09,detect color system,,,No
repositories/rich,rich/style.py,Source Code,ced143b7381835e4222e4e57e3e34f103e37be26,d48c82d8ec32dc46c3db48e5aa294cdf242cad09,detect color system,,,No
repositories/rich,rich/color.py,Source Code,8d1046483a11b86d9140a56e496e70a0ae4ed833,ced143b7381835e4222e4e57e3e34f103e37be26,color palettes,,,No
repositories/rich,rich/syntax.py,Source Code,8d1046483a11b86d9140a56e496e70a0ae4ed833,ced143b7381835e4222e4e57e3e34f103e37be26,color palettes,,,No
repositories/rich,rich/color.py,Source Code,3e674ab606cacab77cbe32d4e94a966e6fb5eee7,8d1046483a11b86d9140a56e496e70a0ae4ed833,tweaking,,,No
repositories/rich,rich/console.py,Source Code,3e674ab606cacab77cbe32d4e94a966e6fb5eee7,8d1046483a11b86d9140a56e496e70a0ae4ed833,tweaking,,,No
repositories/rich,rich/syntax.py,Source Code,3e674ab606cacab77cbe32d4e94a966e6fb5eee7,8d1046483a11b86d9140a56e496e70a0ae4ed833,tweaking,,,No
repositories/rich,rich/color.py,Source Code,cee2cb7c1ca5711be4ac2a1c97fe0300a2ce74e2,3e674ab606cacab77cbe32d4e94a966e6fb5eee7,faster color reduction,,,No
repositories/rich,rich/color.py,Source Code,ba2b6bc0fd1a144d4dddf1919869538972e4eb03,cee2cb7c1ca5711be4ac2a1c97fe0300a2ce74e2,refactor palette,,,No
repositories/rich,rich/color.py,Source Code,2780c0a5dd5bd7e99018ae1eab6a02132f86d870,ba2b6bc0fd1a144d4dddf1919869538972e4eb03,refinement,,,No
repositories/rich,rich/syntax.py,Source Code,2780c0a5dd5bd7e99018ae1eab6a02132f86d870,ba2b6bc0fd1a144d4dddf1919869538972e4eb03,refinement,,,No
repositories/rich,rich/_tools.py,Source Code,71aff2dbbd9ecc77dee1817fadd832ce5a91ab0f,2780c0a5dd5bd7e99018ae1eab6a02132f86d870,fix for wrapping,,,No
repositories/rich,rich/color.py,Source Code,71aff2dbbd9ecc77dee1817fadd832ce5a91ab0f,2780c0a5dd5bd7e99018ae1eab6a02132f86d870,fix for wrapping,,,No
repositories/rich,rich/syntax.py,Source Code,71aff2dbbd9ecc77dee1817fadd832ce5a91ab0f,2780c0a5dd5bd7e99018ae1eab6a02132f86d870,fix for wrapping,,,No
repositories/rich,rich/markdown.py,Source Code,4f993064175ead93047aa1abc4ba89e60d8be599,71aff2dbbd9ecc77dee1817fadd832ce5a91ab0f,markdown options,,,No
repositories/rich,rich/style.py,Source Code,4f993064175ead93047aa1abc4ba89e60d8be599,71aff2dbbd9ecc77dee1817fadd832ce5a91ab0f,markdown options,,,No
repositories/rich,rich/syntax.py,Source Code,4f993064175ead93047aa1abc4ba89e60d8be599,71aff2dbbd9ecc77dee1817fadd832ce5a91ab0f,markdown options,,,No
repositories/rich,rich/syntax.py,Source Code,331895e8662d5d13573c33f0cf3362fcb563a888,4f993064175ead93047aa1abc4ba89e60d8be599,Added Syntax.from_path,,,No
repositories/rich,rich/markdown.py,Source Code,9cf593ee6e0740be0f695d2afc3d7af36cb4368c,21eb838abceb1e273b2a2faebd0992aabffd6855,optimization,,,No
repositories/rich,rich/syntax.py,Source Code,9cf593ee6e0740be0f695d2afc3d7af36cb4368c,21eb838abceb1e273b2a2faebd0992aabffd6855,optimization,,,No
repositories/rich,rich/color.py,Source Code,f528e1bb54e90180ec7a3fd4c9a1903206acdfe4,9cf593ee6e0740be0f695d2afc3d7af36cb4368c,lru cache tweaks,,,No
repositories/rich,rich/syntax.py,Source Code,f528e1bb54e90180ec7a3fd4c9a1903206acdfe4,9cf593ee6e0740be0f695d2afc3d7af36cb4368c,lru cache tweaks,,,No
repositories/rich,rich/style.py,Source Code,c7c26ecf93dad4625a9d0acf5623e90cc6ebfccb,f528e1bb54e90180ec7a3fd4c9a1903206acdfe4,lru cache tweaks,,,No
repositories/rich,rich/markdown.py,Source Code,1697f5f6dfedaf6e73a6769cdee334198db5a932,c7c26ecf93dad4625a9d0acf5623e90cc6ebfccb,more lru_cache,,,No
repositories/rich,rich/style.py,Source Code,1697f5f6dfedaf6e73a6769cdee334198db5a932,c7c26ecf93dad4625a9d0acf5623e90cc6ebfccb,more lru_cache,,,No
repositories/rich,rich/syntax.py,Source Code,1697f5f6dfedaf6e73a6769cdee334198db5a932,c7c26ecf93dad4625a9d0acf5623e90cc6ebfccb,more lru_cache,,,No
repositories/rich,rich/style.py,Source Code,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,1697f5f6dfedaf6e73a6769cdee334198db5a932,"made style immutable, optimizations",,,No
repositories/rich,rich/color.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/console.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/markdown.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/panel.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/style.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/syntax.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/text.py,Source Code,a4b68a9388840d1c5f5c119326f8cb430e123f36,874c14a178dd8f58d735ef39f8c7cd9b9edb17ed,emoji support,,,No
repositories/rich,rich/emoji.py,Source Code,1634917841b9548d432fd651116ceae03a330145,a4b68a9388840d1c5f5c119326f8cb430e123f36,emoji support,,,No
repositories/rich,rich/_emoji_replace.py,Source Code,dd8f00b475cd7cf190bed6084593476aa14eb4b5,1634917841b9548d432fd651116ceae03a330145,typing for emoji rendering,,,No
repositories/rich,rich/emoji.py,Source Code,dd8f00b475cd7cf190bed6084593476aa14eb4b5,1634917841b9548d432fd651116ceae03a330145,typing for emoji rendering,,,No
repositories/rich,rich/panel.py,Source Code,dd8f00b475cd7cf190bed6084593476aa14eb4b5,1634917841b9548d432fd651116ceae03a330145,typing for emoji rendering,,,No
repositories/rich,rich/_emoji_codes.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/_emoji_replace.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/console.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/emoji.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/markdown.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/panel.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/text.py,Source Code,dbbbbe6d9e8a98872eb6e78164e24f80347825af,dd8f00b475cd7cf190bed6084593476aa14eb4b5,emoji and box drawing,,,No
repositories/rich,rich/markdown.py,Source Code,63d7035df389463b0a92539a88b21660af13629b,dbbbbe6d9e8a98872eb6e78164e24f80347825af,docs,,,No
repositories/rich,rich/panel.py,Source Code,63d7035df389463b0a92539a88b21660af13629b,dbbbbe6d9e8a98872eb6e78164e24f80347825af,docs,,,No
repositories/rich,rich/box.py,Source Code,8e1b5a518a6e388467a7415c3594d9796773a95f,63d7035df389463b0a92539a88b21660af13629b,extra box drawing characters,,,No
repositories/rich,rich/box.py,Source Code,62f1aacd41555c4a9d084a5b256e004d9c3ed2fc,8e1b5a518a6e388467a7415c3594d9796773a95f,extra box drawing chars,,,No
repositories/rich,rich/box.py,Source Code,7df02f3e9afad7113275e766241b6abeceb5e985,62f1aacd41555c4a9d084a5b256e004d9c3ed2fc,more box characters,,,No
repositories/rich,rich/panel.py,Source Code,e930cc6e08963d789d19fd0630f24ad765a5911e,7df02f3e9afad7113275e766241b6abeceb5e985,panel fix,,,No
repositories/rich,rich/box.py,Source Code,5855c0b0f62e1390037232de103c0519c8d25d92,e930cc6e08963d789d19fd0630f24ad765a5911e,"bright standard colors, started table",,,No
repositories/rich,rich/color.py,Source Code,5855c0b0f62e1390037232de103c0519c8d25d92,e930cc6e08963d789d19fd0630f24ad765a5911e,"bright standard colors, started table",,,No
repositories/rich,rich/console.py,Source Code,5855c0b0f62e1390037232de103c0519c8d25d92,e930cc6e08963d789d19fd0630f24ad765a5911e,"bright standard colors, started table",,,No
repositories/rich,rich/style.py,Source Code,5855c0b0f62e1390037232de103c0519c8d25d92,e930cc6e08963d789d19fd0630f24ad765a5911e,"bright standard colors, started table",,,No
repositories/rich,rich/color.py,Source Code,092cfa4d723a626b7e57c5ff163cfdce287ffc25,12d694bcd44ba04fea8ef4e4726fe95aa8bdd9d6,color parse errors,,,No
repositories/rich,rich/style.py,Source Code,092cfa4d723a626b7e57c5ff163cfdce287ffc25,12d694bcd44ba04fea8ef4e4726fe95aa8bdd9d6,color parse errors,,,No
repositories/rich,rich/color.py,Source Code,92e3a44a65096666704716edee6ada974aad67a9,092cfa4d723a626b7e57c5ff163cfdce287ffc25,color parse errors,,,No
repositories/rich,rich/color.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/console.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/markdown.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/panel.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/segment.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/syntax.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/table.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/text.py,Source Code,656295fe6e0b62554e40fcbdda04aec005f1d486,92e3a44a65096666704716edee6ada974aad67a9,"Panel, console_width protocol",,,No
repositories/rich,rich/console.py,Source Code,3508c33f3799fb671c595049f81e23740a817fdb,656295fe6e0b62554e40fcbdda04aec005f1d486,"Panel, console_width protocol",,,No
repositories/rich,rich/console.py,Source Code,44375bb7bd6efdf5f46b8a94f6df491fd3b65087,3508c33f3799fb671c595049f81e23740a817fdb,sanity check,,,No
repositories/rich,rich/console.py,Source Code,4f7ee0830d319c45c316b443ae779ac30acdabe5,44375bb7bd6efdf5f46b8a94f6df491fd3b65087,render width calc,,,No
repositories/rich,rich/console.py,Source Code,5d686e8286ec842701b71a6d80e99a3ec6c474a0,4f7ee0830d319c45c316b443ae779ac30acdabe5,"console width protocol, table widths",,,No
repositories/rich,rich/panel.py,Source Code,5d686e8286ec842701b71a6d80e99a3ec6c474a0,4f7ee0830d319c45c316b443ae779ac30acdabe5,"console width protocol, table widths",,,No
repositories/rich,rich/table.py,Source Code,5d686e8286ec842701b71a6d80e99a3ec6c474a0,4f7ee0830d319c45c316b443ae779ac30acdabe5,"console width protocol, table widths",,,No
repositories/rich,rich/text.py,Source Code,5d686e8286ec842701b71a6d80e99a3ec6c474a0,4f7ee0830d319c45c316b443ae779ac30acdabe5,"console width protocol, table widths",,,No
repositories/rich,rich/console.py,Source Code,19b937b1f3473c268e6a669c40af5cb8775ddf85,5d686e8286ec842701b71a6d80e99a3ec6c474a0,tables,,,No
repositories/rich,rich/table.py,Source Code,19b937b1f3473c268e6a669c40af5cb8775ddf85,5d686e8286ec842701b71a6d80e99a3ec6c474a0,tables,,,No
repositories/rich,rich/color.py,Source Code,7f8bbe21f9e06b0df38ded35411de70b498102ce,ae2844e6f7b1ee900ea3f160d1d878e1dd762e26,splified color downgrade,,,No
repositories/rich,rich/table.py,Source Code,7f8bbe21f9e06b0df38ded35411de70b498102ce,ae2844e6f7b1ee900ea3f160d1d878e1dd762e26,splified color downgrade,,,No
repositories/rich,rich/_tools.py,Source Code,553f1b21db0401db8d1515a8fc83e9c71ffc2ce6,7f8bbe21f9e06b0df38ded35411de70b498102ce,optimize color downgrade and added ratio_divide to tools,,,No
repositories/rich,rich/color.py,Source Code,553f1b21db0401db8d1515a8fc83e9c71ffc2ce6,7f8bbe21f9e06b0df38ded35411de70b498102ce,optimize color downgrade and added ratio_divide to tools,,,No
repositories/rich,rich/console.py,Source Code,749edafe484c12dc898c0a8b464e77d724ee177c,553f1b21db0401db8d1515a8fc83e9c71ffc2ce6,fix adjust_line_length,,,No
repositories/rich,rich/segment.py,Source Code,749edafe484c12dc898c0a8b464e77d724ee177c,553f1b21db0401db8d1515a8fc83e9c71ffc2ce6,fix adjust_line_length,,,No
repositories/rich,rich/table.py,Source Code,749edafe484c12dc898c0a8b464e77d724ee177c,553f1b21db0401db8d1515a8fc83e9c71ffc2ce6,fix adjust_line_length,,,No
repositories/rich,rich/_tools.py,Source Code,ea693e9c38e507de658109cf03f6f796cd91b511,749edafe484c12dc898c0a8b464e77d724ee177c,table formatting,,,No
repositories/rich,rich/console.py,Source Code,ea693e9c38e507de658109cf03f6f796cd91b511,749edafe484c12dc898c0a8b464e77d724ee177c,table formatting,,,No
repositories/rich,rich/segment.py,Source Code,ea693e9c38e507de658109cf03f6f796cd91b511,749edafe484c12dc898c0a8b464e77d724ee177c,table formatting,,,No
repositories/rich,rich/table.py,Source Code,ea693e9c38e507de658109cf03f6f796cd91b511,749edafe484c12dc898c0a8b464e77d724ee177c,table formatting,,,No
repositories/rich,rich/_tools.py,Source Code,bd0833d864125c6d66afdc4010a480c5762b8b96,ea693e9c38e507de658109cf03f6f796cd91b511,table columns,,,No
repositories/rich,rich/table.py,Source Code,bd0833d864125c6d66afdc4010a480c5762b8b96,ea693e9c38e507de658109cf03f6f796cd91b511,table columns,,,No
repositories/rich,rich/console.py,Source Code,dcc8c632868bead23b9ae0d2a9aabbfe29550955,bd0833d864125c6d66afdc4010a480c5762b8b96,table structures,,,No
repositories/rich,rich/table.py,Source Code,dcc8c632868bead23b9ae0d2a9aabbfe29550955,bd0833d864125c6d66afdc4010a480c5762b8b96,table structures,,,No
repositories/rich,rich/padding.py,Source Code,89be28bb9c2668d04e7dda0e86ad156643173424,dcc8c632868bead23b9ae0d2a9aabbfe29550955,chaged fit to expand,,,No
repositories/rich,rich/panel.py,Source Code,89be28bb9c2668d04e7dda0e86ad156643173424,dcc8c632868bead23b9ae0d2a9aabbfe29550955,chaged fit to expand,,,No
repositories/rich,rich/table.py,Source Code,89be28bb9c2668d04e7dda0e86ad156643173424,dcc8c632868bead23b9ae0d2a9aabbfe29550955,chaged fit to expand,,,No
repositories/rich,rich/console.py,Source Code,d94b012e73ad251f55532261a9cd975b54804b7b,89be28bb9c2668d04e7dda0e86ad156643173424,NotRenderable error added,,,No
repositories/rich,rich/errors.py,Source Code,d94b012e73ad251f55532261a9cd975b54804b7b,89be28bb9c2668d04e7dda0e86ad156643173424,NotRenderable error added,,,No
repositories/rich,rich/color.py,Source Code,11d875944872bf4c12dd14fecfd6bcd0e4449692,d94b012e73ad251f55532261a9cd975b54804b7b,themes and styles,,,No
repositories/rich,rich/console.py,Source Code,11d875944872bf4c12dd14fecfd6bcd0e4449692,d94b012e73ad251f55532261a9cd975b54804b7b,themes and styles,,,No
repositories/rich,rich/style.py,Source Code,11d875944872bf4c12dd14fecfd6bcd0e4449692,d94b012e73ad251f55532261a9cd975b54804b7b,themes and styles,,,No
repositories/rich,rich/table.py,Source Code,11d875944872bf4c12dd14fecfd6bcd0e4449692,d94b012e73ad251f55532261a9cd975b54804b7b,themes and styles,,,No
repositories/rich,rich/console.py,Source Code,b465d3cc80691de8213cd249b5cca5ef934e6255,11d875944872bf4c12dd14fecfd6bcd0e4449692,write console html,,,No
repositories/rich,rich/markdown.py,Source Code,b465d3cc80691de8213cd249b5cca5ef934e6255,11d875944872bf4c12dd14fecfd6bcd0e4449692,write console html,,,No
repositories/rich,rich/style.py,Source Code,b465d3cc80691de8213cd249b5cca5ef934e6255,11d875944872bf4c12dd14fecfd6bcd0e4449692,write console html,,,No
repositories/rich,rich/syntax.py,Source Code,b465d3cc80691de8213cd249b5cca5ef934e6255,11d875944872bf4c12dd14fecfd6bcd0e4449692,write console html,,,No
repositories/rich,rich/console.py,Source Code,84f69bc8f293253c5023f750165ab2f1f1f90b38,b465d3cc80691de8213cd249b5cca5ef934e6255,inline styles,,,No
repositories/rich,rich/markdown.py,Source Code,84f69bc8f293253c5023f750165ab2f1f1f90b38,b465d3cc80691de8213cd249b5cca5ef934e6255,inline styles,,,No
repositories/rich,rich/style.py,Source Code,84f69bc8f293253c5023f750165ab2f1f1f90b38,b465d3cc80691de8213cd249b5cca5ef934e6255,inline styles,,,No
repositories/rich,rich/console.py,Source Code,088069301f276984fdb2bec281f9124789cecf72,84f69bc8f293253c5023f750165ab2f1f1f90b38,simplify segments,,,No
repositories/rich,rich/segment.py,Source Code,088069301f276984fdb2bec281f9124789cecf72,84f69bc8f293253c5023f750165ab2f1f1f90b38,simplify segments,,,No
repositories/rich,rich/segment.py,Source Code,d5ea2c595df5c964d7f1828aa3e8de8840367561,088069301f276984fdb2bec281f9124789cecf72,signature change,,,No
repositories/rich,rich/console.py,Source Code,ac23afd00474befda9f08b56f0e07bed54db8006,d5ea2c595df5c964d7f1828aa3e8de8840367561,Segment.simplify is now a generator,,,No
repositories/rich,rich/segment.py,Source Code,ac23afd00474befda9f08b56f0e07bed54db8006,d5ea2c595df5c964d7f1828aa3e8de8840367561,Segment.simplify is now a generator,,,No
repositories/rich,rich/console.py,Source Code,82f4d23265fe898890a8f031b2dade39ff591c1a,ac23afd00474befda9f08b56f0e07bed54db8006,simplify html generation,,,No
repositories/rich,rich/console.py,Source Code,69c97ff458e09637b77ebb0692fa488e0083d356,82f4d23265fe898890a8f031b2dade39ff591c1a,table rendering,,,No
repositories/rich,rich/segment.py,Source Code,69c97ff458e09637b77ebb0692fa488e0083d356,82f4d23265fe898890a8f031b2dade39ff591c1a,table rendering,,,No
repositories/rich,rich/table.py,Source Code,69c97ff458e09637b77ebb0692fa488e0083d356,82f4d23265fe898890a8f031b2dade39ff591c1a,table rendering,,,No
repositories/rich,rich/box.py,Source Code,ad689885538f7641e084508415de6aff8941e139,69c97ff458e09637b77ebb0692fa488e0083d356,table rendering,,,No
repositories/rich,rich/padding.py,Source Code,ad689885538f7641e084508415de6aff8941e139,69c97ff458e09637b77ebb0692fa488e0083d356,table rendering,,,No
repositories/rich,rich/panel.py,Source Code,ad689885538f7641e084508415de6aff8941e139,69c97ff458e09637b77ebb0692fa488e0083d356,table rendering,,,No
repositories/rich,rich/table.py,Source Code,ad689885538f7641e084508415de6aff8941e139,69c97ff458e09637b77ebb0692fa488e0083d356,table rendering,,,No
repositories/rich,rich/text.py,Source Code,ad689885538f7641e084508415de6aff8941e139,69c97ff458e09637b77ebb0692fa488e0083d356,table rendering,,,No
repositories/rich,rich/padding.py,Source Code,7b4c4a0d8698dec47e7407cf012b2f7b79650724,ad689885538f7641e084508415de6aff8941e139,padding spec,,,No
repositories/rich,rich/panel.py,Source Code,7b4c4a0d8698dec47e7407cf012b2f7b79650724,ad689885538f7641e084508415de6aff8941e139,padding spec,,,No
repositories/rich,rich/table.py,Source Code,7b4c4a0d8698dec47e7407cf012b2f7b79650724,ad689885538f7641e084508415de6aff8941e139,padding spec,,,No
repositories/rich,rich/console.py,Source Code,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,7b4c4a0d8698dec47e7407cf012b2f7b79650724,table rendering,,,No
repositories/rich,rich/markdown.py,Source Code,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,7b4c4a0d8698dec47e7407cf012b2f7b79650724,table rendering,,,No
repositories/rich,rich/padding.py,Source Code,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,7b4c4a0d8698dec47e7407cf012b2f7b79650724,table rendering,,,No
repositories/rich,rich/table.py,Source Code,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,7b4c4a0d8698dec47e7407cf012b2f7b79650724,table rendering,,,No
repositories/rich,rich/padding.py,Source Code,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,fix width calculation,,,No
repositories/rich,rich/table.py,Source Code,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,fix width calculation,,,No
repositories/rich,rich/text.py,Source Code,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,2bbcc51a0ac0c6bc21d07295593ff545aeb5a222,fix width calculation,,,No
repositories/rich,rich/box.py,Source Code,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,more box draws,,,No
repositories/rich,rich/emoji.py,Source Code,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,more box draws,,,No
repositories/rich,rich/padding.py,Source Code,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,more box draws,,,No
repositories/rich,rich/panel.py,Source Code,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,more box draws,,,No
repositories/rich,rich/table.py,Source Code,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,f0a58c35109b7a2d4b5c5b7a6cfe114500581d46,more box draws,,,No
repositories/rich,rich/box.py,Source Code,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,add export_text,,,No
repositories/rich,rich/console.py,Source Code,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,add export_text,,,No
repositories/rich,rich/table.py,Source Code,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,0ea7b2cfa2d0affc568d5731a65a98eb9c916098,add export_text,,,No
repositories/rich,rich/console.py,Source Code,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,console options replaced with_width with update,,,No
repositories/rich,rich/markdown.py,Source Code,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,console options replaced with_width with update,,,No
repositories/rich,rich/padding.py,Source Code,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,console options replaced with_width with update,,,No
repositories/rich,rich/panel.py,Source Code,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,console options replaced with_width with update,,,No
repositories/rich,rich/syntax.py,Source Code,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,console options replaced with_width with update,,,No
repositories/rich,rich/table.py,Source Code,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fbf14f41da0bfb9dc67a89e1bd2f35b83ef84fcf,console options replaced with_width with update,,,No
repositories/rich,rich/console.py,Source Code,c722c07814b8d67a039dd02e96e8731d8eca6442,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fist justify,,,No
repositories/rich,rich/containers.py,Source Code,c722c07814b8d67a039dd02e96e8731d8eca6442,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fist justify,,,No
repositories/rich,rich/table.py,Source Code,c722c07814b8d67a039dd02e96e8731d8eca6442,8966d1173ea69ecdf3adf4fe3a374dd92cf25fd3,fist justify,,,No
repositories/rich,rich/_tools.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/console.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/containers.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/markdown.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/padding.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/segment.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/style.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/syntax.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/table.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/rich,rich/text.py,Source Code,10cf475b48234cb64c3493cebbaa3484650f90b9,c722c07814b8d67a039dd02e96e8731d8eca6442,current style apply,,,No
repositories/tqdm,README.md,README,edc7a4a0ad4c760a42534219789e08b50a9ee5d4,fbe7952cce11e8073378b063bdae7ab277a96eb8,Update README.md,"diff --git a/README.md b/README.md
index bc626a5..b671062 100644
--- a/README.md
+++ b/README.md
@@ -2,3 +2,9 @@ tqdm
 ====
 
 A Simple Python Progress Meter
+
+Wrap any iterator in ""tqdm(iterator)"" and see a nice progress meter.
+
+You can also use trange(N) as a shortcut for tqdm(xrange(N))
+
+![ScreenShot](https://i.imgur.com/8hcg51N.gif)
","diff --git a/README.md b/README.md
index bc626a5..b671062 100644
--- a/README.md
+++ b/README.md
@@ -2,3 +2,9 @@ tqdm
 ====
 
 A Simple Python Progress Meter
+
+Wrap any iterator in ""tqdm(iterator)"" and see a nice progress meter.
+
+You can also use trange(N) as a shortcut for tqdm(xrange(N))
+
+![ScreenShot](https://i.imgur.com/8hcg51N.gif)
",No
